name,brand,category,sales_volume,sales_volume_per_unit,new,termination,cost
(주)에스피에스인터네셔널,부엌익스프레스,기타 외식,0,0,3,0,"19,500"
부자김밥라면,부자 김밥 라면,한식,0,0,0,0,"85,500"
(주)브라운에프앤씨,분식회사 떡심,분식,"79,619","4,524",12,4,"54,100"
(주)별동부대,분짜라붐,기타 외국식,"356,985","8,562",0,1,"175,000"
불간짬뽕,불간짬뽕,중식,"262,929","9,036",4,1,"60,500"
(주)핫시즈너,불닭발땡초동대문엽기떡볶이,기타 외식,"642,373","31,879",16,21,"100,172"
(주)볼드4,브럭시,서양식,0,0,2,0,"140,700"
알레프인터랙티브(주),브롤빈(BROLLBIN),제과제빵,0,0,0,0,"104,500"
(주)브알라,브알라,아이스크림/빙수,"216,962","9,934",4,3,"85,190"
블랙모티브커피,블랙모티브커피,음료 (커피 외),,,0,0,"66,200"
비범한녀석들,비범한 꼬치,기타 외식,,,0,0,"80,000"
씨밀레,비빔밥브라더,한식,0,0,4,0,"46,100"
(주)에스와이네트웍스,비어팩토리,주점,,,0,4,"104,000"
(주)청춘에프앤비,비에스치킨(BS Chicken),치킨,0,0,0,0,"71,500"
비에이블스터디(주),비에이블스터디카페,커피,0,0,0,0,"198,100"
(주)제이엠케이,비엔나커피하우스,커피,"171,213","3,082",0,6,"167,600"
더제이푸드,빅카투사피자,피자,0,0,0,0,"21,350"
빌런(구시청점),빌런,주점,0,0,2,0,"192,500"
(주)빛가람에프앤비,빛가람국밥,기타 외식,"200,397","4,657",3,2,"105,463"
농업회사법인구삐(주),빡빡이삼촌뒷고기,기타 외식,0,0,0,0,"97,600"
빨간자전거,빨간자전거,분식,"162,451","12,762",1,0,"71,600"
장인푸드,빨석구떡볶이,분식,0,0,0,0,"72,400"
장인푸드,빨석구족발,한식,0,0,0,0,"101,000"
뼈도둑감자탕,뼈도둑감자탕,한식,0,0,0,0,"67,160"
뼈탄집,뼈탄집,한식,,,0,0,"109,500"
원에프씨(주),뿅가야채곱창,기타 외식,"62,850","3,599",31,15,"40,298"
(주)밀리앤컴퍼니,뿌루밀리(pulu mylly),커피,0,0,1,0,"67,350"
(주)음식생각,삐싱궈,중식,,,0,0,"91,617"
(주)마세다린,사바사바치킨앤비어,치킨,"221,867","67,232",0,0,"50,800"
(주)다담푸드,삼대족발,한식,"356,374","8,252",6,7,"99,360"
(주)알앤씨,삼돈이,한식,"237,794","7,293",0,5,"103,250"
삼진식품(주),삼진어묵당,분식,0,0,4,0,"59,520"
삼치기,삼치기,한식,0,0,1,0,"43,450"
푸드메이트,상문이두마리숯불양념치킨,치킨,"111,889","5,313",6,12,"28,550"
닭터박,상민이네 닭갈비,한식,0,0,0,0,"56,000"
서가김푸드FC,상상식당,기타 외식,0,0,0,0,"115,200"
상튀치킨,상튀치킨,치킨,0,0,0,0,"73,800"
도움유통,새우치킨덤,치킨,0,0,15,0,"30,800"
(주)워크위드에프앤씨,샐러드샵,기타 외식,0,0,0,0,"53,160"
(주)푸름푸름,샐요일,기타 외식,0,0,6,0,"72,394"
(유)샘물에프앤비,샘물맥주,주점,"224,333","9,870",0,0,"66,100"
제이씨푸드(주),생생쭈꾸미,한식,0,0,2,0,"91,723"
(주)채선당,샤브보트,한식,"305,143","16,249",5,2,"132,967"
위드몬,샤브쌈주머니,한식,"562,522","6,339",3,10,"107,300"
샤브테이,샤브테이,한식,0,0,0,0,"216,200"
(주)샤빙,샤빙,아이스크림/빙수,,,0,0,"32,500"
서가김푸드FC,서가 김푸드 연수해물나라,기타 외식,0,0,0,1,"101,860"
㈜서청푸드,서청미역,한식,0,0,0,0,"54,759"
(주)얌얌레시피,석봉이네 가래떡볶이,분식,0,0,0,0,"54,450"
(주)와이비에프,선비꼬마김밥,분식,"200,497","19,174",44,19,"56,585"
성윤국가대표앤알곤이찜,성윤국가대표아구찜앤알곤이찜,한식,0,0,22,11,"26,200"
성윤국가대표앤알곤이찜,성윤이네닭슈퍼,한식,0,0,0,0,"26,200"
(주)아이언가이즈,세겹단,한식,0,0,0,0,"39,833"
(주)맥스원이링크,셀렉토커피,커피,"100,761","5,287",0,65,"80,700"
(주)제이오푸드,소곱녀,한식,0,0,1,0,"100,900"
소확행피자,소확행피자,피자,0,0,0,0,"85,250"
은솔,속초해물알찜,한식,0,0,0,0,"50,300"
손큰,손큰국밥,한식,"189,182","8,214",7,0,"92,700"
손큰,손큰할매순대국,한식,"258,684","11,281",36,0,"92,700"
(주)호도리컴퍼니,솔밭샤부,일식,0,0,0,0,"76,900"
(주)솔솥,솔솥,한식,0,0,7,0,"140,207"
(주)솔트앤슈가,솔트앤슈가,음료 (커피 외),0,0,1,2,"60,250"
(주)송담,송담추어탕,한식,"296,108","5,466",11,15,"86,000"
솥돈,솥돈,한식,0,0,0,0,"116,500"
(주)시원전설의푸드,솥뚜껑바베큐통닭,치킨,"93,263","8,248",0,2,"50,950"
수경수제만두,수경수제만두,분식,0,0,0,0,"8,100"
수니열닭발,수니열닭발,한식,0,0,1,2,"51,220"
(주)수다에프앤비,수다떠는 오징어,일식,0,0,1,0,"69,075"
최가네푸드,수라원찜갈비,한식,0,0,0,0,"64,700"
(주)수미가,수미포차,주점,0,0,0,0,"81,650"
수백당에프앤비,수백당,한식,0,0,1,0,"78,200"
(주)정인,수셰프치킨,치킨,"37,123","2,217",24,12,"29,790"
서가김푸드FC,수수카츠 돈카츠&김치찌개,기타 외식,0,0,1,1,"105,300"
㈜커머스인터네셔널,수원성대곱창,한식,0,0,0,0,"104,400"
(주)마스터아이디,수유리혼밥왕,한식,"225,740","16,173",103,38,"35,787"
(주)정인,수카페24,커피,"16,297","3,320",8,0,"36,850"
(주)아이언가이즈,숙달돼지,기타 외식,"351,993","7,393",3,4,"161,794"
(주)플레이봇닭,순살일번지,치킨,,,0,0,"119,700"
(주)디에이치엠,순수빙떡,아이스크림/빙수,0,0,0,0,"19,150"
탄계명가,숯불에닭,한식,"286,982","11,070",12,1,"85,820"
(주)미가랑푸드,쉐프스 그릴(Chef's grill),서양식,0,0,0,0,"65,170"
슈케익하우스본사,슈케익하우스(Chou Cake House),제과제빵,"132,638","11,289",4,6,"58,000"
마테호른,슈퍼막셰,서양식,0,0,1,0,"135,900"
(주)디온코리아,스낵얌,분식,0,0,0,0,"83,650"
스모프치킨옥계점,스모프치킨,치킨,,,0,0,"40,600"
마시토,스시마시토,일식,"427,027","20,751",1,0,"52,690"
스시카츠,스시카츠,일식,"300,361","16,663",1,0,"64,950"
(주)느리게걷기,스위트99,기타 외식,0,0,0,0,"77,085"
쉐프의연구소,스테이크존,서양식,0,0,37,15,"58,400"
원엔원f&s,슬기롭다 전골인생,한식,"52,579","2,954",8,1,"40,700"
(주)더슬로우컴퍼니,슬로우캘리,서양식,"317,704","24,439",41,1,"75,600"
(주)라이프키친,슬림비빔밥,한식,0,0,0,0,"66,350"
시계곱창,시계곱창,한식,0,0,0,0,"47,650"
코아FS,시골통돼지볶음,한식,"248,054","7,827",5,1,"27,392"
신깡통뒷고기본사,신깡통뒷고기,한식,0,0,0,0,"72,100"
(주)신들의정원,신돈,일식,0,0,0,0,"104,200"
정통춘천닭갈비,신미경정통춘천닭갈비,한식,0,0,0,0,"149,300"
신미방식품,신미방마라탕,중식,0,0,6,0,"70,310"
오아수산,싱싱활어천국,일식,0,0,5,0,"44,800"
(주)란체스터에프앤비,싸움의고수,기타 외식,"224,182","16,513",41,47,"79,000"
(주)올림엔터프라이즈,싹쓰리냉면,한식,"38,176","1,988",14,0,"48,800"
(주)플랜트,썸씽바이트,분식,0,0,0,0,"55,350"
(주)신참에프엔씨,씨네마얼음맥주,기타 외식,"145,346","5,818",4,0,"80,300"
레드립F&B,씨에씨에마라탕,중식,"289,470","20,102",11,0,"79,800"
아가(AGA),아가젤라또(a.ga gelato),아이스크림/빙수,0,0,0,0,"89,700"
(주)바른에프앤디,아구킹,한식,0,0,1,0,"154,000"
아낙촌FC,아낙촌,기타 외식,"282,582","8,477",1,0,"115,500"
아담만두,아담만두,한식,0,0,4,0,"59,430"
아뜨베,아뜨베(Attube),제과제빵,0,0,0,0,"113,500"
아랑,아랑경양회관,일식,"207,936","9,112",2,1,"67,900"
딜리셔스피플,아롱포차,기타 외식,0,0,0,0,"104,500"
(주)맛있는도전,아르떼로제떡볶이,분식,0,0,24,0,880
민선기획,아무술집,주점,"180,656","8,323",2,3,"74,800"
아벡데프리츠,아벡 데 프리츠,주점,"56,272","48,518",1,4,"44,350"
더제이푸드,아뵤오반점,중식,0,0,0,0,"108,700"
쿠산코리아(주),아비꼬,기타 외식,"374,542","15,642",11,9,"122,900"
수혈컴퍼니,아아수혈,커피,"246,330","27,373",8,1,"61,700"
(주)올림엔터프라이즈,안국밥,한식,0,0,0,0,"62,300"
안나스낵,안나스낵(ANNASNACK),기타 외식,0,0,1,0,"76,360"
(주)제이오푸드,안동한우곱창,기타 외식,"46,614","1,408",0,4,"85,600"
안주일체,안주일체,한식,"354,019","11,020",10,0,"107,600"
(주)용형,안춘배씨,주점,0,0,1,0,"73,150"
꿈꾸는식탁,알맞은치킨,치킨,0,0,0,0,"65,700"
(주)알통컴퍼니,알통떡강정,치킨,"105,837","9,661",39,48,"38,600"
이동유통(주),애주당愛酒堂,주점,0,0,0,0,"97,700"
야곱293,야곱293,한식,0,0,0,0,"51,750"
(주)제이케이글로벌,야들리애,치킨,"135,158","7,347",7,8,"124,220"
야키야(YAKI-YA),야키야(YAKI-YA),일식,0,0,0,0,"97,400"
(주)청춘에프앤비,양꼬치잇데이,기타 외식,0,0,0,0,"33,900"
(주)이드림브릿지,양마니찌개마을,한식,0,0,1,0,"84,950"
(주)양파이,양파이,한식,,,0,0,"97,900"
엔타민푸드,어가반상,한식,0,0,2,0,"138,700"
서치온,어게인리프레쉬,기타 외식,0,0,0,0,"139,720"
제이엠인터내셔널(주),어구미,한식,"12,838",713,0,0,"148,200"
어몽더월넛,어몽더월넛,기타 외식,0,0,0,0,"92,300"
㈜어물전,어물전,한식,0,0,0,0,"267,900"
어죽이네철렵국,어죽이네철렵국,한식,"155,670","4,315",1,1,"17,500"
(주)커피온리,언노운  커피&베이커리,커피,0,0,0,0,"157,086"
프렌드푸드컴퍼니(FRIENDFOODCOMPANY),엄청큰조선의갈비탕&냉면,한식,0,0,0,0,"38,300"
(주)올림엔터프라이즈,엉망진창 떡볶이,분식,0,0,0,0,"42,800"
(주)엉클컴퍼니,엉클부대찌개,기타 외식,"216,476","6,159",2,7,"73,050"
(주)산들그린,에그폭탄덮밥,한식,"69,879","5,490",34,20,"31,460"
에밀리아코리아(주),에밀리아(emilia),아이스크림/빙수,0,0,1,0,"53,600"
서가김푸드FC,"에스가든, 청담(S.GARDEN, CHEONGDAM)",서양식,0,0,1,0,"115,200"
에이셉피자(ASAPPIZZA),에이셉피자,피자,0,0,7,0,"65,700"
엔타스시,엔타스시,일식,0,0,0,2,"110,525"
JK푸드,엠단테 파스타,기타 외국식,"262,415",0,10,0,"45,505"
(주)더푸드365,여우곰탕,한식,0,0,0,0,"53,840"
미키코리아,역전총각맥주,주점,0,0,0,1,"76,450"
역전화로,역전화로,한식,0,0,0,0,"94,450"
(주)오하푸드,연들,한식,0,0,0,0,"109,750"
삼산이수,연탄꽃갈비,한식,0,0,0,0,"107,303"
열이네식육식당,열이네식육식당,기타 외식,,,0,0,"119,000"
(주)자력갱생,열정도,기타 외식,0,0,0,0,"64,162"
(주)영구스피자,영구스피자,피자,"113,539","7,823",6,6,"90,800"
영삼이네우정소갈비,영삼이네우정소갈비,한식,0,0,0,0,"98,900"
옐로우팜,옐로우팜(YELLOW FARM),커피,0,0,0,0,"160,850"
옐로우피자,옐로우피자(YELLOW PIZZA),피자,"361,872","32,462",15,9,"53,684"
그집푸드,오!필승 아구찜 오!필승 해물찜,한식,0,0,0,0,"52,800"
(주)신들의정원,오고가든,한식,0,0,0,0,"104,200"
오늘도빙수본점,오늘도빙수,음료 (커피 외),0,0,3,0,"46,350"
(주)올림엔터프라이즈,오늘도후라이드,치킨,"73,456","3,939",3,13,"42,800"
(주)대현푸드빌,오늘통닭,치킨,"154,612","5,696",31,36,"60,200"
다우,오들리샷,커피,,,0,0,"37,900"
(주)에이치앤비푸드,오떡,분식,"150,943","9,017",5,25,"54,404"
오리총재,오리총재,중식,0,0,0,0,"13,800"
오백제작소,오백국수,분식,"117,086","9,677",4,1,"58,130"
(주)누들앤푸드,오별난멸치국수,분식,"239,478","9,384",3,5,"84,700"
오빠네견과류,오빠네견과류,기타 외식,0,0,0,0,"42,400"
오사이협동조합,오사이초밥,일식,0,0,0,0,"78,320"
오아워5hour,오아워(5hour),서양식,0,0,0,0,"82,685"
513에프엔비,오일삼낙곱새,한식,0,0,2,0,"30,170"
(주)이든에프엔씨,오잘전맥집,한식,0,0,1,0,"75,600"
(주)얌얌레시피,오치킨,치킨,0,0,0,0,"33,000"
오티티프라이빗(OTTPRIVATE),오티티프라이빗(OTT PRIVATE),기타 외식,0,0,0,0,"252,890"
(주)옥소반,옥소반,기타 외식,0,0,1,2,"131,534"
(주)마음모음,옥희(okk-hee),한식,"516,803","7,937",5,0,"182,300"
만만쿡,옥희이모네,주점,0,0,0,0,"49,520"
(주)자력갱생,온가솥밥,한식,0,0,16,0,"47,651"
민푸드,온고지신 통닭元,치킨,"160,248","14,628",0,5,"28,500"
(주)감스(Gam's),온스(OWNCE),한식,0,0,0,0,"63,200"
출사표협동조합,온유월식당,기타 외식,0,0,0,0,"104,000"
다림식품,올림죽,한식,0,0,0,0,"71,610"
(주)돌우물,와드커피(WAD COFFEE),커피,0,0,1,0,"92,450"
그집푸드,와우당 냉면,한식,0,0,0,0,"52,800"
와이블랙,와이블랙,기타 외식,"58,618","5,085",13,15,"61,520"
와줘서고마워요,와줘서 고마워요,서양식,0,0,0,0,"73,200"
(주)빌리언스,와플레이,기타 외식,0,0,0,0,"60,300"
와플스튜디오,와플스튜디오,커피,,,0,0,"59,300"
엘엠에프엔씨,와피(wapi),제과제빵,"124,493","7,380",5,0,"28,050"
(주)투썬에프엔씨(F&C),완벽한 인생,기타 외식,"248,655","6,066",1,0,"154,800"
(주)더도이종가집,완수고기,한식,0,0,0,0,"115,200"
달콤나라앨리스,왕가탕후루,기타 외국식,"137,920","14,449",0,5,"58,200"
제이비패밀리컴퍼니,왕비돈까스,분식,0,0,0,0,"99,000"
(주)티오엘드림,왕사탕,중식,0,0,2,0,"47,240"
(주)왕손,왕손피자,피자,"267,835","24,155",25,17,"44,280"
요리잘하는닭,요리잘하는닭,치킨,0,0,0,0,"95,040"
닭터박,용궁찜닭,한식,0,0,0,0,"56,000"
(주)아지트메이커,용용선생,주점,0,0,9,0,"267,300"
(주)용마을,용우동,분식,"179,438","10,632",10,21,"103,000"
칠연푸드시스템,용추골미궁순대,한식,"70,292","2,302",3,3,"85,200"
(주)케이푸드홀딩스,용호동낙지 한상,한식,,,0,0,"106,700"
(주)케이푸드홀딩스,용호동낙지,기타 외식,"470,957","11,920",2,6,"146,500"
(주)아이언가이즈,우겹다짐,한식,"18,504",718,15,5,"35,633"
더라인,우리동네맛집 청해코다리,기타 외식,0,0,0,3,"108,700"
일당백,우리소 새벽육회,한식,0,0,0,0,"40,950"
우밀타(宇milta),우밀타(宇milta),커피,0,0,0,0,"92,300"
엘에스리테일,우스블랑(Ours Blanc),제과제빵,0,0,0,0,"263,700"
동탄고기집우심,우심,한식,0,0,1,2,"115,600"
우키샌드위치,우키샌드위치,기타 외식,0,0,1,0,"81,300"
(주)에이치앤비푸드,우포키친,서양식,0,0,0,0,"89,900"
웁스에프엔씨(웁스F&C),웁스떡볶이,분식,"43,030","1,919",0,6,"42,920"
(주)웅자네푸드,웅이네 오돌뼈,기타 외식,"295,015","15,196",22,24,"61,050"
(주)워크업,워크업커피,커피,0,0,0,0,"59,159"
굿푸드,원셰프의 행복식탁,한식,0,0,37,1,"71,830"
(주)더블유엔씨,월남국수,기타 외국식,"116,469","6,003",0,0,"51,720"
(주)맛있는상상,월선네,한식,"236,328","9,605",2,4,"66,500"
월수금,월수금,한식,"236,846","6,298",0,3,"79,000"
(주)유에프오키친,위대한짜글이,한식,0,0,0,0,"23,100"
바비,위스키브라더스,주점,0,0,0,0,"127,900"
(주)에스와이네트웍스,윙글,치킨,,,0,0,"67,450"
유라아구찜,유라아구찜,한식,0,0,0,0,"110,800"
(주)유로코푸드,유로코피자(EUROKO PIZZA),피자,"204,012","13,738",50,54,"65,900"
(주)호윤크리에이티브,유미카츠,일식,"276,228","13,986",16,1,"59,100"
(주)청년부름,유부남,일식,"129,074","7,171",0,0,"76,885"
(주)정담에프앤비,육감만족,기타 외식,"400,665","17,501",6,30,"136,000"
육더미샤브&국밥본점,육더미샤브&국밥,한식,"152,082","4,923",6,0,"96,600"
(주)병천아우내식품,육미명가옛날아우내순대&보쌈,기타 외식,"231,205","7,948",7,28,"17,500"
(주)네오플레이트,육미찬탄,한식,0,0,0,0,"124,000"
(주)우브라더스,육연사,한식,0,0,0,0,"77,900"
(주)마루에프씨,육장갈비,기타 외식,"255,118","5,209",12,11,"124,900"
㈜커머스인터네셔널,육즙이 가득한 집,한식,0,0,0,0,"108,500"
육천돈까스,육천돈까스,기타 외식,0,0,0,0,"65,350"
육회천지,육회천지,한식,"220,166","13,900",0,0,"83,380"
(주)씨앤에이치글로벌,육회한연어,기타 외식,"107,068","9,422",5,1,"67,650"
(주)알겟지,은행나무 그늘아래,커피,0,0,0,0,"12,700"
프라프에프엔비,이나타코야끼,일식,0,0,55,0,"3,300"
(주)에이치디컴퍼니(HD),이든편백찜,한식,0,0,0,0,"99,800"
(주)이딸리아나에프엔비,이딸리아나,서양식,"291,896","20,533",2,2,"57,660"
(주)이음에프앤비,이륜당,커피,"334,080","25,402",11,1,"60,600"
이바닭,이바닭,한식,0,0,0,0,"52,050"
(주)이바돔,이바돔 외식 Family,한식,"426,547","3,463",0,2,"244,800"
(주)이바돔,이바돔감자탕,한식,"388,463","3,697",0,8,"244,800"
이바우국밥,이바우국밥,한식,0,0,0,0,"42,800"
(주)투앤써티,이분삼십초커피,커피,0,0,1,0,"63,000"
(주)그레이스식품,이섭감자탕,한식,0,0,0,0,"159,900"
(주)한국인,이천가든,한식,0,0,0,0,"72,850"
육식주위에프앤비(주),이춘식 명가돌곱창,한식,0,0,0,0,"67,500"
여러분의f&b,이치진,한식,,,0,0,"74,700"
주명연구개발,익스브루,커피,0,0,0,0,"32,800"
(주)인더비엣,인더비엣,기타 외식,"667,919","18,383",3,0,"126,918"
(주)산들그린,인생김치찌개,한식,"91,818","7,214",44,0,"49,300"
(주)산들그린,인생냉면,한식,"45,047","3,457",56,0,"31,460"
쉐프의연구소,인생대박집쪽갈비,한식,0,0,36,13,"58,400"
(주)아이언가이즈,인생부처스,서양식,0,0,0,0,"103,850"
인생푸드,인생아구찜,한식,"322,412","20,668",21,2,"44,350"
디알푸드,인생짜글이&비빔밥,한식,"107,780","3,917",12,1,"61,400"
미나(MINA),인생치킨,치킨,0,0,2,0,"36,300"
두레푸드,인정국물떡볶이,분식,"126,679","9,714",4,13,"39,830"
YSF&B,인찜 인생 최고의 찜닭,한식,0,0,0,0,"30,000"
푸드에빠지다,인천상륙덮글이,한식,0,0,0,0,"53,000"
(주)일공공코리아,일공공샤브,기타 외국식,"445,254","8,064",12,5,"185,400"
일품백송칼국수,일백송칼국수,분식,0,0,0,0,"48,350"
(주)마루벌,임성근 국가공인진갈비,한식,"865,608","5,599",0,1,"316,900"
동태마을,임수봉의 능이동태탕,한식,0,0,0,0,"112,758"
(주)아이언가이즈,잇(eat)더밥,한식,0,0,1,1,"35,633"
우버금,자이언트덮밥,한식,0,0,0,0,"28,500"
쓰리스타에프엔비,작은동경,일식,0,0,3,0,"3,200"
(주)파리크라상,잠바주스,음료 (커피 외),"342,752","26,882",5,1,"151,050"
(주)제이비낭만,장궁순대국,한식,0,0,0,0,"64,600"
제이원,장모님떡볶이,분식,0,0,0,0,"66,540"
하율푸드(주),장터순대국감자탕,한식,"392,497","10,697",7,5,"16,850"
(주)계주,장터옛날통닭,치킨,"192,972","11,271",0,7,"34,020"
(주)전광수커피,전광수커피,커피,"222,193","7,098",0,1,"211,900"
(주)아이언가이즈,전도사,한식,0,0,0,0,"71,600"
양파(onion),전설의짬뽕,중식,"481,197","5,116",1,13,"95,755"
(주)시원전설의푸드,전설의치킨,치킨,"185,439","12,071",8,8,"50,950"
(주)더불어함께하는세상,전초전,한식,0,0,0,0,"84,600"
농업회사법인(주)정담,정도너츠,제과제빵,"121,592","3,677",1,3,"144,650"
(주)우리의맛남,정성순대,한식,"423,255","9,250",7,0,"74,823"
(주)파운더스유니온,정성식,일식,0,0,0,0,"106,100"
만남컴퍼니,정성육회,한식,"471,500","16,599",5,1,"112,650"
정안정,정안정,한식,0,0,0,0,"149,300"
(주)채정,정직유부,한식,"264,866","18,825",54,7,"63,640"
(주)정직한푸줏간,정직한푸줏간육화몽,기타 외식,"636,888","16,219",0,0,"110,600"
닭터박,제니로제떡볶이,분식,0,0,0,0,"56,000"
(주)제이비비,제비파스타&리조또,서양식,0,0,0,0,"56,450"
망고트리,제일교동짬뽕,기타 외식,0,0,0,0,"90,400"
(주)이바돔,제주도야지판,한식,"39,298",331,0,0,"253,600"
올래밥상에프엔비(주),제주생선구이 올래밥상,한식,"66,773","2,153",12,3,"55,050"
조스해물포차,조s해물포차,한식,0,0,2,0,"116,520"
은솔,조리미숯불곱창알찜,기타 외식,0,0,0,0,"50,300"
(주)디에이치푸드,조방낙지,한식,0,0,1,1,"107,000"
(주)이바돔,조선갈비실록,한식,0,0,2,0,"421,500"
내조국국밥(주),조선다방,커피,0,0,0,0,"48,404"
(주)자주에프엔비(JAJUF&B),조선제일빵,제과제빵,0,0,0,0,"16,000"
(주)이바돔,조선화로집,한식,"432,130","4,233",0,11,"133,500"
풍원식품,족9,한식,"374,680","11,709",1,0,"48,850"
(주)누구나꽃이피었습니다,종로계림닭도리탕원조,기타 외식,"263,374","10,714",5,7,"72,600"
(주)맛있는상상,좋구먼반상,한식,0,0,0,0,"118,050"
(주)아이언가이즈,주당맛집,기타 외식,0,0,0,0,"35,633"
엔타스시,주당포,주점,0,0,0,0,"67,120"
(주)호수코리아,주식커피,커피,0,0,0,0,"84,500"
푸드토피아,죽토피아,한식,0,0,5,0,"3,410"
(주)영웅에프앤비,준식당,한식,0,0,4,0,"136,800"
(주)줄벼락,줄벼락,한식,"374,991","13,233",5,1,"96,940"
(주)네오플레이트,중화 요란방,중식,0,0,0,0,"117,400"
위키스마일,지단분식,분식,0,0,0,0,"52,600"
(주)더블유엔씨,지지고(GGGO),분식,"109,699","14,707",3,6,"40,710"
지피지기(ZPZG),지피지기숯불두마리치킨,치킨,0,0,0,0,"36,200"
(주)지호,지호한방삼계탕,한식,"414,319","8,878",10,5,"120,450"
(주)호랑이푸드,직화방이,기타 외식,"440,052","14,521",1,2,"106,800"
진갈매갈,진갈매갈,한식,0,0,0,0,"66,900"
푸드챔피언,진리국밥,한식,0,0,0,0,"11,250"
베스트프랜차이즈컨설팅,진미대왕통닭,치킨,"173,270","12,296",9,0,"39,300"
진미면막국수,진미면막국수,분식,"295,284","5,748",2,1,"62,400"
진배기,진배기 원조할매국밥,한식,"224,030","5,872",0,0,"74,000"
나노그램(주),진서성심쿡 나100%두부,기타 외식,0,0,0,0,"79,000"
(주)메이에프앤에스,집으로돼지,한식,"52,835","3,601",1,14,"34,350"
(주)음식생각,짚신매운갈비찜,한식,"288,637","12,499",21,9,"79,825"
(주)제이스타임,짠앤짠스,주점,0,0,0,0,"78,870"
(주)고구려푸드,짬뽕10101,중식,"403,732","9,649",9,7,"84,400"
양파(onion),짬뽕9단,중식,"724,799","33,315",0,1,"95,755"
짬뽕갑,짬뽕갑,중식,0,0,1,0,"65,250"
(주)짬뽕관,짬뽕관,중식,0,0,7,0,"145,700"
(주)짬뽕상회,짬뽕상회,기타 외식,"232,778","7,904",6,2,"60,975"
투맨홀딩스(주),짬뽕지존,중식,"1,099,143","16,472",16,2,"151,250"
(주)대명코리아,짬뽕타운,중식,"784,397","4,228",2,2,"98,220"
(주)함께담는물,쪽찌,한식,"198,384","7,322",5,6,"86,700"
미라클KL,쭈꾸쭈꾸아,한식,0,0,0,0,"205,530"
쭈대표,쭈대표,한식,0,0,0,0,"73,650"
㈜딜리버링,찌개엔,한식,0,0,0,0,"40,050"
㈜아이언가이즈,찐분식,분식,"7,847",570,3,19,"35,633"
(주)얌얌레시피,"찜닭, 삼겹, 떡볶이파는집",기타 외식,"90,596",0,4,13,"38,800"
그집푸드,찜닭영웅 일찜애,한식,0,0,13,13,"52,800"
씨밀레,찜반장,한식,0,0,0,0,"46,100"
KJM푸드,찜생찜사,한식,0,0,2,0,"48,600"
(The)착한,착한국밥,한식,0,0,0,0,"35,600"
서가김푸드FC,착한쭝식,중식,"327,259","11,790",30,26,"98,360"
(주)씨앤에이치글로벌,참치라이더,기타 외식,"225,289","11,885",14,24,"56,890"
(주)와이에스컴퍼니,참토스트,기타 외식,0,0,2,0,"54,700"
참한국밥,참한국밥,한식,"228,317","8,850",0,0,"76,620"
채돈이,채돈이,한식,0,0,0,0,"72,700"
(주)채선당,채선당,한식,"383,539","5,386",3,18,"379,280"
(주)채선당,채선당키친,기타 외식,0,0,0,0,"55,470"
(주)채움에프앤비,채우다,커피,"166,371","12,868",4,2,"70,109"
(주)아이언가이즈,"챙길,밥",한식,"78,728","4,031",93,39,"77,450"
(주)하나유통,천안당 호두과자,제과제빵,0,0,0,0,"82,600"
더(the)착한,천재치킨&탕수육,치킨,0,0,0,0,"51,300"
천지감자탕,천지감자탕,한식,"756,604","18,070",2,0,"100,900"
(주)아이언가이즈,철든놈익스프레스(철든놈EXP),한식,"25,957","1,508",3,4,"35,633"
(주)브라더푸드시스템,철뚝집,한식,"332,170",0,4,0,"83,300"
청기와뼈다귀해장국,청기와뼈다귀해장국,한식,"555,403","8,234",1,1,"130,490"
(주)제이에스와이푸드,청기와타운,한식,0,0,1,0,"258,000"
(주)비에스비푸드,청년피자,피자,"351,902","30,145",77,62,"50,776"
(주)금탑에프앤비,청담동말자싸롱,기타 외식,"77,711","15,547",3,43,"75,900"
(주)청춘에프앤비,청떡,분식,0,0,0,0,"59,500"
늘솜에프앤비,청연돈가스,일식,0,0,0,0,"13,800"
(주)아연푸드,청춘꼬마김밥앤떡볶이,분식,"297,868","22,600",18,2,"62,700"
(주)청춘에프앤비,청춘닭꼬치,기타 외식,"372,270","38,564",10,0,"64,600"
(주)지씨티(GCT),초밥만,일식,0,0,0,0,"77,740"
(주)빅토리어스,최고당 돈가스,기타 외식,"267,733","13,013",46,9,"60,364"
(주)초이키친컴퍼니,최쉐프의 아구왕,한식,0,0,0,0,"96,600"
(주)드림필드코리아,추억담은,제과제빵,0,0,0,0,"8,700"
(주)마루벌,축제갈비,한식,"350,155","4,461",0,2,"173,100"
(주)씨엠치킨,충만치킨,치킨,"178,191","6,306",8,36,"87,170"
(주)취향에프앤비,취향마라,중식,0,0,0,0,"83,555"
아성푸드컨설팅,치고야,기타 외식,0,0,0,0,"54,380"
(주)아이언가이즈,치교치밥&치킨,기타 외식,"48,088","2,422",98,83,"35,633"
㈜아이언가이즈,치교치킨,치킨,"10,840",614,45,49,"35,633"
(주)본푸드시스템,치라시스시,일식,0,0,0,0,"67,500"
(주)동동에프엔씨,치박스,치킨,0,0,0,0,"73,500"
퍼스트프랜차이즈,치쌩피쌩,주점,0,0,0,0,"76,040"
(주)맥스어스,치앗간,한식,0,0,10,0,"16,831"
(주)치어스,치어스,주점,"132,843","3,584",0,16,"104,542"
(주)한송에프에스,치요남치킨,치킨,"118,706",0,5,115,"33,000"
