name,brand,category,sales_volume,sales_volume_per_unit,new,termination,cost
씨케이푸드,치칵치칵,치킨,"133,312","7,475",0,5,"51,930"
(주)비에스비푸드,치킨人류,치킨,"235,980","17,185",41,12,"37,300"
치킨공방외식사업부,치킨공방,치킨,"87,300","5,456",0,0,"69,100"
(주)제이앤씨코리아,치킨아울렛,치킨,0,0,2,2,"47,100"
굿푸드,치킨테리아,치킨,0,0,0,1,"71,830"
(주)티오엘드림,치킨히어로,치킨,"113,437","5,218",3,4,"52,200"
(주)아이언가이즈,치탐,치킨,0,0,0,0,"124,000"
(주)칠보에프엔비,칠보덕장,한식,0,0,0,0,"151,754"
쿠산코리아(주),카네마야(kanemaya),일식,0,0,0,0,"66,800"
(주)카모메호스피탈리티그룹,카모메,일식,"158,271","12,789",1,3,"71,300"
카츠공방서초본점,카츠공방,일식,0,0,1,0,"77,230"
(주)신들의정원,카츠루와,기타 외식,"27,784","1,389",45,48,"63,490"
모리,카츠모리,일식,"209,518","14,667",12,0,"68,000"
백'S프랜차이즈,카츠백,일식,"174,073","6,708",10,5,"21,450"
카츠오모이,카츠오모이,일식,"176,118","11,253",5,1,"83,800"
(주)꽃이피다,카페 꽃이피다,커피,"166,829","6,756",3,5,"73,400"
(주)공오일,카페051(cafe051),커피,"175,845","15,213",65,31,"59,100"
지알엔푸드,카페그리닝,음료 (커피 외),"279,086","21,207",10,2,"64,480"
(주)유진에프엔비,카페베르냐노 1882,커피,0,0,0,0,"308,700"
(주)카페보스,카페보스(CAFE BOSS),커피,"99,210","4,641",23,6,"84,700"
카페알앤비(CafeR&B스타샌드),카페알앤비(CAFE R&B),커피,0,0,0,0,"56,100"
(주)아티잔에프앤비,카페에이지이디(카페AGED),커피,0,0,0,0,"195,600"
(주)카페온화,카페온화,커피,"536,445","7,064",6,2,"221,200"
(주)카페원플러스원,카페원플러스원,커피,"49,725","1,512",1,10,"90,950"
(주)중독컴퍼니,카페인중독,커피,"200,123","4,786",42,24,"45,300"
(주)카페인풀,카페인풀,커피,0,0,0,0,"56,070"
(주)웰메이커스,카페코드,커피,0,0,0,0,"95,750"
농업회사법인투이(주),카페투이,커피,0,0,1,1,"52,250"
더블제이푸드,칸죽,한식,0,0,0,2,"56,500"
칸토(KANTO),칸토(KANTO),커피,0,0,0,0,"89,700"
(주)씨제이패밀리,캐치볼클럽,제과제빵,0,0,0,0,"99,350"
(주)포텐,커피닷컴,커피,0,0,0,0,"75,335"
(주)이앤더블유,커피박스,커피,0,0,2,0,"80,980"
(주)재나컴퍼니,커피볶는시골커피,커피,0,0,1,0,"71,500"
커피시장상동점,커피시장,커피,0,0,0,0,"97,400"
(주)커피식구컴퍼니,커피식구,커피,0,0,0,0,"104,000"
(주)커피에반하다,커피에반하다 스마트카페,커피,0,0,34,1,"32,549"
(주)커피에반하다,커피에반하다,커피,"77,085","5,503",34,187,"51,845"
케그샵(kegshop),케그샵,주점,,,0,0,"45,000"
(주)부탁해,케이크를부탁해,제과제빵,0,0,0,4,"82,410"
코끼리샐러드,코샐,기타 외식,0,0,0,0,"51,600"
(주)잇파라다이스,콜삼,기타 외식,0,0,0,0,"73,600"
(주)콩밭뜰,콩밭뜰,한식,0,0,0,0,"110,600"
(주)8푸드,콩불,한식,"190,669","7,413",1,4,"70,250"
(주)청정해,쿡해요,기타 외식,0,0,0,0,"37,550"
(주)아이언가이즈,크라운 부대찌개,한식,0,0,0,0,"125,960"
(주)크래프트한스,크래프트한스(Craft Han's),주점,"200,641","6,590",3,8,"81,650"
(주)크레이저커피그룹,크레이저커피(C.Razer Coffee),커피,"79,175","2,746",8,2,"73,500"
위키스마일,크레이지후라이(CrazyFry),기타 외식,"241,503","6,636",0,3,"99,600"
활식당,큰바우국밥,한식,"446,422","18,731",8,1,"47,300"
(주)큰손에프씨,큰손1치킨2피자,치킨,0,0,1,0,"65,600"
키라키라(KiraKira),키라키라윤,주점,0,0,1,0,"96,800"
(주)더제이케이푸드스토리,키친박스,패스트푸드,"327,249","18,905",1,0,"116,400"
(주)일프로,타코형,분식,0,0,0,0,"111,950"
(주)올바른에프앤비,탄광맥주,주점,"228,081","6,736",9,2,"84,170"
탕면,탕면,중식,0,0,0,0,"62,950"
따봉양꼬치,탕화방마라탕,중식,0,0,0,0,"74,300"
(주)태양부,태양부양꼬치,기타 외식,"399,728","8,435",1,4,"142,500"
(주)지에이엠,터닝테이블,서양식,0,0,0,0,"95,700"
쉐프의연구소,텐미탕수육,중식,0,0,30,9,"58,400"
(주)아이언가이즈,토끼시장분식,분식,0,0,3,0,"35,633"
(주)더블유엔씨,토스트카페마리,제과제빵,0,0,25,6,"66,450"
톱질,톱질,분식,0,0,0,0,"66,350"
(주)해성외식,통큰갈비,기타 외식,"255,875","5,478",1,37,"103,577"
(주)해성외식,통큰갈비두번째이야기,기타 외식,0,0,1,0,"119,550"
(주)해성외식,통큰갈비배달이야기,기타 외식,0,0,0,0,"41,050"
(주)이루에프씨,통파이브,주점,"119,659","3,472",0,10,"89,310"
(주)채선당,투비치킨,치킨,0,0,0,0,"48,650"
(주)티가렛,티가렛,제과제빵,0,0,0,0,"47,000"
(주)강남사람들,티블랙,커피,"64,826","4,947",0,2,"67,800"
(주)솔트앤슈가,티티씨(TTC),치킨,0,0,0,0,"60,750"
(주)파리크라상,파리바게뜨,제과제빵,"716,111","26,555",76,330,"313,802"
(주)파리크라상,파스쿠찌,커피,"291,380","4,377",54,73,"253,918"
파스타 흔,파스타 흔,서양식,0,0,0,0,"23,100"
상우컴퍼니,파스타도 식사다,기타 외국식,0,0,0,0,"47,123"
원푸드,파스타부오노바,서양식,0,0,0,8,"98,500"
신스패밀리,파스타에반하다,서양식,0,0,0,0,"103,200"
파스타왔어요본점,파스타왔어요,서양식,0,0,0,0,"45,000"
파스타이츠,파스타이츠,기타 외식,"181,231","15,739",4,0,"63,250"
닭터박,파스타치요,서양식,0,0,0,0,"56,000"
(주)파운데이,파운데이,제과제빵,"196,520","3,853",6,0,"97,150"
(주)용마을,파육장,한식,0,0,0,1,"101,800"
(주)워크위드에프앤씨,파파1215,기타 외식,"266,154",0,5,1,"89,260"
(주)오에프오에프,판코,일식,0,0,0,0,"62,150"
팔꾸이,팔꾸이팔당닭발,한식,0,0,0,0,"73,940"
팔당반점,팔당반점,중식,0,0,0,0,"203,210"
(주)동동에프엔씨,팔당육칼동동국수,한식,0,0,2,0,"135,100"
(주)얌얌레시피,팔도술집,주점,0,0,0,0,"54,450"
(주)얌얌레시피,팔도족발,한식,0,0,0,0,"54,450"
(주)8푸드,팔색삼겹살,한식,0,0,0,0,"98,600"
팜팜대패체인사업부,팜팜대패,한식,"488,952","10,029",0,1,"120,580"
패스트롤,패스트롤,기타 외국식,0,0,2,0,"63,800"
퍼스트프랜차이즈,퍼스트비어,주점,"41,093","1,177",0,3,"76,040"
엔타스시,펀피쉬,일식,0,0,0,0,"67,120"
(주)네오플레이트,평이담백 뼈칼국수,분식,0,0,1,3,"126,530"
포대포,포대포,한식,,,0,0,"41,600"
(주)데일리킹,포메인,기타 외식,"454,236","11,563",4,16,"185,950"
(주)데일리킹,포메인RED,기타 외식,"302,638","20,352",6,1,"113,790"
포식구리인창점(본점),포식(PHO食),기타 외국식,0,0,1,1,"54,250"
일당백,포차이즈백두꺼비집,주점,0,0,0,0,"94,300"
(주)아이언가이즈,포포콴,기타 외국식,0,0,0,0,"77,250"
(주)대자푸드,폭풍갈비,한식,0,0,0,0,"115,000"
(주)대자푸드,폭풍장어,한식,"351,145","8,778",9,0,"115,000"
(주)진담,풍국면,기타 외식,"369,244","11,116",3,5,"109,500"
(주)켄싱턴월드,프랑제리,제과제빵,"346,879","9,457",4,1,"197,300"
필인스튜디오,프랭크커핀바,커피,0,0,0,0,"96,800"
(주)프레드피자,프레드피자,피자,"309,704","18,657",57,1,"42,416"
꿈꾸는식탁,프렌즈카레,일식,0,0,0,0,"65,700"
프로샌드&샐러드,프로메사,기타 외식,0,0,0,0,"182,300"
(주)씨엠에프인터내셔널,프루츠모닝,커피,0,0,0,0,"152,400"
더플랩잭,플랩잭 팬트리(Flapjack Pantry),기타 외식,"207,605","6,092",1,2,"130,800"
(주)플레어비,플레어비,커피,"247,599","6,391",1,3,"207,400"
플레잉몽크,플레잉몽크,주점,0,0,0,0,"104,950"
피자는여기,피자는 여기,피자,0,0,0,0,"82,110"
JK푸드,피자엠소마,피자,"232,665",0,9,1,"44,405"
피자인류,피자인류,피자,0,0,3,0,"46,300"
54번가푸드컨설팅,피자투어,피자,0,0,0,10,"49,800"
(주)얌얌레시피,피자파는집,피자,"196,590",0,25,50,"54,450"
피자파파오네,피자파파오네,피자,0,0,0,0,"63,150"
피자풀(PIZZAFULL),피자풀(PIZZAFULL),피자,,,2,0,"49,300"
(주)플래넷에프앤디,피자플래넷,서양식,"211,592","17,277",21,16,"37,850"
라이크잇키친(LikeeatKitchen),피치파(PiCHiPA),피자,0,0,0,0,"166,700"
(주)아이언가이즈,피터버거,패스트푸드,0,0,0,0,"72,300"
(주)동양정수커피,핑거커피,커피,"12,391","1,071",10,4,"44,050"
(주)에이치앤유푸드,하누소,한식,"2,511,903","7,893",0,1,"633,730"
(주)에이치앤유푸드,하누소갈비살,한식,,,0,0,"134,100"
(주)웰가코리아,하늘보리피자,피자,"68,449","5,341",1,8,"58,300"
하라식당,하라식당,한식,0,0,0,0,"124,400"
(주)하륜일만족발,하륜동백집,한식,0,0,0,0,"13,200"
(주)아이언가이즈,하마당,기타 외식,0,0,31,0,"116,700"
(주)다이아컴퍼니,하얀고래,주점,0,0,0,0,"63,700"
하와이조개,하와이조개,기타 외식,0,0,1,0,"82,000"
(주)아이언가이즈,하이차이,중식,0,0,0,0,"84,400"
(주)준하컴퍼니,하코쿠진,일식,0,0,0,0,"42,700"
(주)에이치디컴퍼니(HD),하프피자,피자,0,0,0,0,"99,800"
한국의맛B&F,한국의맛 장수촌,한식,"561,431","12,597",8,1,"94,400"
골든내츄럴라이프,한글153,커피,0,0,0,0,"73,550"
다림식품,한끼한죽,한식,"39,316","2,984",45,39,"6,710"
한나에프앤비,한나식빵,제과제빵,"196,167","22,202",2,7,"103,950"
동남F&B,한냥노가리,주점,"136,263","5,875",2,0,"50,050"
(주)에이치디컴퍼니(HD),한다솥,한식,0,0,2,0,"107,500"
(유)앤드웍스,한라맥주,주점,"451,630","9,033",20,0,"72,050"
(주)네오플레이트,한림돈가,한식,"276,102","10,195",3,1,"33,473"
(주)세리스,한식1번가와교실의밥상,한식,0,0,0,0,"38,850"
(주)더콥,한앤둘치킨,치킨,"130,908","5,372",3,5,"122,560"
(주)호박패밀리,한와담,한식,"745,525","11,711",0,1,"200,100"
(주)한입소반,한입소반,분식,0,0,1,0,"75,700"
할멈탕수육,할멈탕수육,분식,"357,857","75,839",0,0,"50,870"
천하푸드,해담 쭈꾸미&코다리,한식,0,0,2,0,"75,620"
핸드메이드,핸드메이드,커피,0,0,2,0,"63,200"
핸섬로스팅하우스,핸섬로스팅하우스,커피,0,0,3,0,"169,100"
(주)채선당,행복가마솥밥&알솥밥,한식,"179,309","11,631",0,6,"131,707"
닭터박,행복한 카레야,기타 외식,0,0,0,0,"56,000"
(주)오앤오,행복한셰프,한식,0,0,0,0,"81,450"
(주)조기종푸드,향미네짬뽕,중식,0,0,0,0,"139,800"
향유,향유,한식,0,0,0,0,"151,700"
헬로우낙곱새,헬로우낙곱새,한식,"288,445","20,816",5,0,"18,500"
㈜헬로에프앤비,헬로팬,기타 외식,"229,549","9,129",1,2,"109,700"
(주)한길에프씨,현죽,기타 외식,"51,255",0,0,0,"55,680"
형제코다리,형제코다리,한식,0,0,0,0,"65,950"
더블에프엔비(주),호기심에훔친뒷고기,한식,"120,882","3,513",3,6,"80,650"
(주)무궁화푸드,호랑이식당,일식,0,0,0,0,"139,800"
(주)스마일에프앤비,호미호식,기타 외식,0,0,0,0,"26,000"
(주)호박패밀리,호박식당,한식,,,0,0,"184,690"
(주)딜리셔스월드에프앤비,혼고집,한식,,,0,0,"117,060"
닭터박,혼밥식탁,한식,0,0,0,0,"56,000"
홍성래,홍성래특허김밥,분식,0,0,0,0,"57,200"
레드립F&B,홍주방,중식,"386,496","22,470",6,3,"79,800"
(주)한밭에프앤지,홍짜장,중식,"197,832","12,113",15,26,"59,450"
(주)석찬,홍콩익스프레스,중식,0,0,0,0,"105,760"
대성땡초불닭,화(火)대성땡초불닭,기타 외식,0,0,1,0,"30,085"
화를품은닭본점,화를품은닭,한식,0,0,2,0,"68,250"
세종화백곰탕&냉면본점,화백곰탕&냉면,한식,,,0,0,"122,000"
황철수피자,황철수피자,피자,0,0,0,3,"36,190"
효브라더스,효형제돈까스,분식,"339,142","7,452",2,1,"172,400"
(주)초록뱀이앤엠,후라이드 참 잘하는집,치킨,"437,912","37,330",34,7,"35,600"
(주)후레쉬빌,후레쉬빌,기타 외식,0,0,0,0,"103,300"
(주)음식생각,후즈티(WHO'S TEA),음료 (커피 외),,,0,3,"81,079"
푸드리퍼블릭코리아(유),후쿠오카함바그,일식,"247,229","7,173",0,0,"150,500"
(주)아이언가이즈,훌륭회,일식,0,0,0,0,"61,850"
정상FC,흑돼지 삼백식당,한식,"313,134","5,140",2,4,"108,460"
(주)젠푸드,히노아지,일식,"207,053","9,650",9,3,"75,600"
(주)삼원글로벌,힐스커피(HILLS COFFEE),커피,0,0,0,0,"66,500"
